word,score
november,0.0008680645552242524
stocks,0.0007715719039106761
companies,0.0007256465804774454
look,0.000665866330809347
sell,0.0006392211958597534
high,0.000633464120580946
levels,0.0006272049654315568
buy,0.000603984593047882
rates,0.0005986739366394
data,0.000580224941342586
says,0.0005727654172383196
likely,0.0005646131327529117
view,0.0005615711337632601
price,0.0005425645163571243
year,0.0005386735209358339
question,0.0005253152232690161
bank,0.0005246508131653686
set,0.0005231479421047738
like,0.00051795016819064
operational,0.0005112134782930081
general,0.0005012739031860538
best,0.0004996311548049188
target,0.0004950053102635095
ceo,0.0004891045614104523
latest,0.0004881562448191365
global,0.0004688936994744478
market,0.0004654854298861303
recently,0.0004649881006732503
including,0.00046298648977937843
shareholders,0.00045559429036714025
offerings,0.00044637002761667443
brand,0.00044191862705277447
ability,0.0004382126105148451
private,0.00043580162484309126
historical,0.0004249071030062329
company,0.00042237460259144266
expand,0.0004180627975704854
consumer,0.000414078760536519
related,0.00041060313149772243
power,0.00040981959634178185
signs,0.0004042477537851254
let,0.00040393136231535535
close,0.00039926693970554375
limited,0.00039862859527235294
drop,0.0003933710790908984
note,0.0003900337284017481
light,0.0003851893609876487
upcoming,0.00038473995119646495
health,0.00038281892836022685
food,0.00038187734468672917
stock,0.00038057900035514433
following,0.0003704538162906363
makes,0.00036802716007678597
invest,0.0003595426710803642
firm,0.00035692254669224965
approximately,0.0003551759318305479
annual,0.0003547862331645282
ownership,0.0003525003744165767
event,0.0003500891780957847
opportunities,0.00034940955867074233
improve,0.0003487919855955035
key,0.0003466183832227429
mentioned,0.00034639126140060346
report,0.00034617494122918914
director,0.0003456782082153783
factor,0.0003390744611804022
billion,0.00033716424542846123
leading,0.0003363478442674239
single,0.00033548531950743576
treasury,0.00033486359888427444
provide,0.00033010072439260574
email,0.0003299754340722186
list,0.0003244365019044611
earning,0.0003231095918539803
coming,0.00032225570212379413
conditions,0.0003209704003619819
customer,0.0003208884287434022
recent,0.0003196007216086298
production,0.000317355126480546
yield,0.0003163250747194059
york,0.0003122951826545358
value,0.0003117855809011819
management,0.0003116589039966492
options,0.00031098323205231
chain,0.0003105539153898956
availability,0.0003097159466076854
decisions,0.0003096405733831312
future,0.0003096375572871447
team,0.0003094740740356962
seen,0.0003080213971912989
positive,0.00030783556804647505
standing,0.0003050763470920511
expected,0.0003049647763352982
insights,0.00030478751572605035
supply,0.0003043121647371533
driven,0.00030420332040835974
strategy,0.00030414109448478893
announcement,0.00030406850246298176
new,0.0003040274662838705
community,0.00029708241796528174
long,0.0002969396022130247
items,0.00029667548526046114
weeks,0.0002965132198896781
similar,0.0002949009078356261
combined,0.00029460619967019053
provides,0.0002937979238576297
base,0.00029350796503344376
hold,0.0002932977631575597
aim,0.00029299261761098834
events,0.0002923204006429509
online,0.0002902340696346451
given,0.0002877224587030509
near,0.00028603861630281967
biggest,0.000285935541411689
opening,0.0002856048609477876
historically,0.00028385581188888545
emerging,0.0002815104241928438
access,0.00028102180570072007
commentary,0.00027968906440644314
sales,0.000278553083816459
largest,0.0002779932941767022
federal,0.00027579108195784964
research,0.00027450098132287697
party,0.0002743076670800911
fall,0.00027366555947453417
ahead,0.000272882328222254
programs,0.00027272971182569836
enhance,0.0002721800183822493
parties,0.0002713486894151297
case,0.0002698235097947379
regulatory,0.00026833813611200786
type,0.0002667184612905993
expects,0.0002662670030137175
fair,0.00026563185893303066
present,0.00026090142481127954
shares,0.0002571746952138967
materials,0.00025451496280636936
markets,0.00025225979036222517
help,0.0002511363535982994
discounted,0.00025070130331514507
told,0.00024996738066045035
gross,0.00024785969576221603
